,Characters,Answer
ㄘㄤㄐㄧㄝ,倉頡,False
ㄘㄤㄐㄧㄠ,藏嬌,False
ㄘㄤㄐㄧㄡ,藏鬮,False
ㄘㄤㄐㄧㄢ,藏奸,False
ㄘㄤㄐㄧㄤ,滄江,False
ㄘㄤㄐㄧㄥ,蒼勁,False
ㄘㄤㄑㄩㄥ,蒼穹,False
ㄘㄤㄒㄧㄥ,藏形/藏幸,False
ㄘㄤㄓㄨㄛ,藏拙,False
ㄘㄤㄖㄨㄥ,倉容,False
ㄘㄤㄘㄨㄟ,蒼翠,False
ㄘㄤㄧㄥㄓ,蒼蠅紙,False
ㄘㄥㄇㄧㄢ,層面,True
ㄘㄥㄌㄥㄗ,蹭稜子,False
ㄘㄥㄌㄧㄡ,層流,False
ㄘㄥㄐㄧㄥ,曾經,False
ㄘㄥㄦㄒㄧ,蹭兒戲,False
ㄘㄧㄒㄩㄝ,詞義學,False
ㄘㄨㄅㄧㄥ,促病,False
ㄘㄨㄆㄧㄣ,粗品,False
ㄘㄨㄊㄢㄗ,醋罈子,False
ㄘㄨㄊㄨㄥ,粗通,False
ㄘㄨㄌㄧㄝ,粗劣,False
ㄘㄨㄌㄧㄠ,粗料,False
ㄘㄨㄌㄧㄤ,粗糧,False
ㄘㄨㄌㄨㄛ,殂落,False
ㄘㄨㄌㄩㄝ,粗略,True
ㄘㄨㄍㄨㄤ,粗獷,False
ㄘㄨㄍㄨㄥ,粗工,False
ㄘㄨㄏㄨㄚ,粗話/粗畫,False
ㄘㄨㄏㄨㄛ,粗活,False
ㄘㄨㄐㄧㄝ,猝嗟,False
ㄘㄨㄐㄧㄢ,粗賤,False
ㄘㄨㄐㄧㄣ,促進/蹙金,False
ㄘㄨㄑㄧㄚ,促掐,False
ㄘㄨㄑㄧㄢ,粗淺,False
ㄘㄨㄑㄧㄥ,促請,False
ㄘㄨㄒㄧㄚ,促狹,False
ㄘㄨㄒㄧㄝ,徂謝/殂謝,False
ㄘㄨㄒㄧㄠ,促銷,False
ㄘㄨㄒㄧㄣ,粗心/簇新,False
ㄘㄨㄓㄧㄝ,詞無枝葉,False
ㄘㄨㄓㄨㄤ,粗壯/促裝,False
ㄘㄨㄓㄨㄥ,粗重/卒中,False
ㄘㄨㄕㄨㄞ,粗率,False
ㄘㄨㄗㄨㄛ,促坐,False
ㄘㄨㄙㄨㄟ,徂歲,False
ㄘㄨㄙㄨㄢ,醋酸,False
ㄘㄨㄙㄨㄥ,蹙竦,False
ㄘㄨㄛㄅㄞ,挫敗,False
ㄘㄨㄛㄅㄢ,措辦/搓板,False
ㄘㄨㄛㄅㄧ,錯臂,False
ㄘㄨㄛㄅㄨ,撮哺,False
ㄘㄨㄛㄇㄛ,錯莫/磋磨,False
ㄘㄨㄛㄈㄟ,錯非,False
ㄘㄨㄛㄈㄥ,撮風,False
ㄘㄨㄛㄉㄚ,措大,False
ㄘㄨㄛㄉㄠ,錯刀/矬倒,False
ㄘㄨㄛㄊㄨ,撮土,False
ㄘㄨㄛㄌㄡ,錯漏,False
ㄘㄨㄛㄎㄢ,錯勘,False
ㄘㄨㄛㄏㄜ,撮合,True
ㄘㄨㄛㄐㄧ,厝基,False
ㄘㄨㄛㄒㄧ,矬西,False
ㄘㄨㄛㄓㄜ,挫折/剉折,False
ㄘㄨㄛㄔㄜ,錯車,False
ㄘㄨㄛㄔㄨ,錯處,False
ㄘㄨㄛㄕㄡ,搓手/措手,False
ㄘㄨㄛㄕㄣ,厝身/矬身,False
ㄘㄨㄛㄕㄤ,磋商/挫傷,False
ㄘㄨㄛㄖㄡ,搓揉,False
ㄘㄨㄛㄖㄨ,挫辱,False
ㄘㄨㄛㄗㄚ,錯雜,False
ㄘㄨㄛㄗㄠ,搓澡,False
ㄘㄨㄛㄘㄠ,莝草,False
ㄘㄨㄛㄧㄠ,撮要/撮藥,False
ㄘㄨㄛㄧㄢ,錯眼,False
ㄘㄨㄟㄅㄛ,脆薄/悴薄,False
ㄘㄨㄟㄅㄞ,粹白/崔白,False
ㄘㄨㄟㄅㄢ,催辦,False
ㄘㄨㄟㄅㄧ,催逼,False
ㄘㄨㄟㄆㄛ,催迫,False
ㄘㄨㄟㄆㄧ,催批,False
ㄘㄨㄟㄇㄛ,縗墨,False
ㄘㄨㄟㄇㄟ,翠眉/摧眉,False
ㄘㄨㄟㄇㄠ,毳毛,False
ㄘㄨㄟㄇㄨ,毳幕,False
ㄘㄨㄟㄈㄣ,翠氛,False
ㄘㄨㄟㄈㄨ,翠阜,False
ㄘㄨㄟㄉㄞ,翠黛,False
ㄘㄨㄟㄉㄨ,催督,False
ㄘㄨㄟㄊㄠ,催討/崔韜,False
ㄘㄨㄟㄊㄧ,榱題,False
ㄘㄨㄟㄊㄨ,崔塗,False
ㄘㄨㄟㄋㄞ,催奶,False
ㄘㄨㄟㄋㄠ,摧撓,False
ㄘㄨㄟㄌㄡ,翠樓,False
ㄘㄨㄟㄌㄧ,淬厲/淬礪,False
ㄘㄨㄟㄌㄩ,翠綠,False
ㄘㄨㄟㄍㄞ,翠蓋,False
ㄘㄨㄟㄍㄠ,催告,False
ㄘㄨㄟㄍㄨ,脆骨,False
ㄘㄨㄟㄎㄜ,催科/毳客,False
ㄘㄨㄟㄏㄠ,崔浩/崔顥,False
ㄘㄨㄟㄐㄩ,倅車/翠菊,False
ㄘㄨㄟㄑㄧ,粹器,False
ㄘㄨㄟㄑㄩ,萃取,False
ㄘㄨㄟㄓㄜ,摧折,False
ㄘㄨㄟㄓㄤ,焠掌/毳帳,False
ㄘㄨㄟㄓㄨ,翠竹/崔杼,False
ㄘㄨㄟㄔㄢ,催產,False
ㄘㄨㄟㄕㄠ,摧燒,False
ㄘㄨㄟㄕㄥ,催生/脆生,False
ㄘㄨㄟㄕㄨ,催熟/崔述,False
ㄘㄨㄟㄖㄢ,萃然,False
ㄘㄨㄟㄖㄨ,摧辱,False
ㄘㄨㄟㄗㄢ,催趲,False
ㄘㄨㄟㄗㄤ,脺臟,False
ㄘㄨㄟㄗㄨ,悴族/催租,False
ㄘㄨㄟㄘㄞ,綷縩,False
ㄘㄨㄟㄘㄢ,摧殘/璀璨,False
ㄘㄨㄟㄘㄤ,摧藏,False
ㄘㄨㄟㄘㄨ,催促/脆促,False
ㄘㄨㄟㄧㄚ,催芽,False
ㄘㄨㄟㄧㄝ,脺液/翠靨,False
ㄘㄨㄟㄧㄢ,摧顏,False
ㄘㄨㄟㄧㄣ,啐飲/崔駰,False
ㄘㄨㄟㄨㄛ,翠渦,False
ㄘㄨㄟㄨㄟ,翠微/崔嵬,False
ㄘㄨㄟㄩㄢ,翠苑/崔瑗,False
ㄘㄨㄢㄅㄧ,爨婢,False
ㄘㄨㄢㄆㄢ,攢盤,False
ㄘㄨㄢㄇㄟ,攢眉,False
ㄘㄨㄢㄈㄢ,竄犯,False
ㄘㄨㄢㄈㄨ,竄伏/爨婦,False
ㄘㄨㄢㄉㄠ,攛道,False
ㄘㄨㄢㄉㄧ,攢底,False
ㄘㄨㄢㄊㄠ,竄逃,False
ㄘㄨㄢㄊㄤ,攢湯/汆湯,False
ㄘㄨㄢㄊㄧ,攢蹄,False
ㄘㄨㄢㄋㄧ,篡逆/竄匿,False
ㄘㄨㄢㄌㄡ,攢露,False
ㄘㄨㄢㄍㄞ,竄改/篡改,False
ㄘㄨㄢㄏㄜ,攢盒,False
ㄘㄨㄢㄐㄩ,竄句/攢聚,False
ㄘㄨㄢㄑㄧ,竄起,False
ㄘㄨㄢㄒㄧ,躥稀,False
ㄘㄨㄢㄓㄨ,竄逐,False
ㄘㄨㄢㄔㄚ,攢茶,False
ㄘㄨㄢㄕㄜ,攢射,False
ㄘㄨㄢㄕㄣ,竄身,False
ㄘㄨㄢㄕㄥ,竄升,False
ㄘㄨㄢㄖㄠ,竄擾,False
ㄘㄨㄢㄘㄡ,攢湊,False
ㄘㄨㄢㄘㄨ,攢簇/攢蹙,False
ㄘㄨㄢㄧㄡ,竄遊,False
ㄘㄨㄢㄨㄟ,篡位,False
ㄘㄨㄣㄅㄧ,寸碧,False
ㄘㄨㄣㄅㄨ,寸步,False
ㄘㄨㄣㄆㄛ,村潑,False
ㄘㄨㄣㄇㄛ,存沒,False
ㄘㄨㄣㄈㄚ,皴法,False
ㄘㄨㄣㄈㄟ,存廢,False
ㄘㄨㄣㄈㄤ,存放,False
ㄘㄨㄣㄈㄨ,存撫/村夫,False
ㄘㄨㄣㄉㄢ,存單,False
ㄘㄨㄣㄉㄤ,存檔,False
ㄘㄨㄣㄉㄧ,存底,False
ㄘㄨㄣㄊㄨ,寸土,False
ㄘㄨㄣㄌㄠ,存勞,False
ㄘㄨㄣㄌㄢ,存欄,False
ㄘㄨㄣㄌㄤ,村郎,False
ㄘㄨㄣㄌㄧ,村里,False
ㄘㄨㄣㄌㄨ,存錄/寸祿,False
ㄘㄨㄣㄌㄩ,寸縷,False
ㄘㄨㄣㄍㄜ,村歌,False
ㄘㄨㄣㄍㄠ,存稿,False
ㄘㄨㄣㄍㄣ,存根,False
ㄘㄨㄣㄍㄨ,存孤/村姑,False
ㄘㄨㄣㄎㄡ,寸口,False
ㄘㄨㄣㄏㄡ,存候,False
ㄘㄨㄣㄏㄨ,存戶,False
ㄘㄨㄣㄐㄧ,存記/存濟,False
ㄘㄨㄣㄑㄧ,村氣,False
ㄘㄨㄣㄒㄧ,寸隙,False
ㄘㄨㄣㄒㄩ,存續/存恤,False
ㄘㄨㄣㄓㄚ,寸札,False
ㄘㄨㄣㄓㄜ,存摺,False
ㄘㄨㄣㄓㄠ,存照,False
ㄘㄨㄣㄓㄡ,村紂,False
ㄘㄨㄣㄓㄣ,村鎮,False
ㄘㄨㄣㄓㄤ,村長,False
ㄘㄨㄣㄔㄚ,存查,False
ㄘㄨㄣㄔㄤ,寸長/寸腸,False
ㄘㄨㄣㄔㄨ,寸楮,False
ㄘㄨㄣㄕㄚ,村沙,False
ㄘㄨㄣㄕㄣ,存身/存神,False
ㄘㄨㄣㄕㄨ,村書/村塾,False
ㄘㄨㄣㄖㄣ,村人,False
ㄘㄨㄣㄗㄞ,存在,True
ㄘㄨㄣㄘㄜ,忖測,False
ㄘㄨㄣㄘㄠ,寸草,False
ㄘㄨㄣㄙㄨ,存宿/村俗,False
ㄘㄨㄣㄧㄝ,村野,False
ㄘㄨㄣㄧㄣ,寸陰,False
ㄘㄨㄣㄧㄤ,存養,False
ㄘㄨㄣㄨㄟ,存慰,False
ㄘㄨㄣㄨㄣ,存問,False
ㄘㄨㄣㄨㄤ,存亡,False
ㄘㄨㄥㄅㄛ,叢薄,False
ㄘㄨㄥㄅㄞ,蔥白,False
ㄘㄨㄥㄅㄨ,賨布,False
ㄘㄨㄥㄇㄚ,驄馬,False
ㄘㄨㄥㄇㄤ,匆忙,True
ㄘㄨㄥㄇㄧ,叢密,False
ㄘㄨㄥㄇㄨ,叢木,False
ㄘㄨㄥㄈㄥ,從風,False
ㄘㄨㄥㄉㄚ,從打,False
ㄘㄨㄥㄊㄡ,從頭/蔥頭,False
ㄘㄨㄥㄊㄢ,叢談,False
ㄘㄨㄥㄌㄞ,從來,False
ㄘㄨㄥㄌㄢ,蔥蘭,False
ㄘㄨㄥㄌㄩ,蔥綠,False
ㄘㄨㄥㄎㄜ,叢刻,False
ㄘㄨㄥㄎㄢ,叢刊,False
ㄘㄨㄥㄐㄧ,從吉/叢集,False
ㄘㄨㄥㄐㄩ,叢聚/匆遽,False
ㄘㄨㄥㄓㄥ,從政,True
ㄘㄨㄥㄔㄣ,叢辰,False
ㄘㄨㄥㄔㄥ,淙琤/琮琤,False
ㄘㄨㄥㄔㄨ,從初,False
ㄘㄨㄥㄕㄣ,從諗,False
ㄘㄨㄥㄕㄤ,從商,False
ㄘㄨㄥㄕㄥ,叢生,False
ㄘㄨㄥㄕㄨ,從屬/叢書,False
ㄘㄨㄥㄖㄣ,從人/賨人,False
ㄘㄨㄥㄗㄚ,叢雜,False
ㄘㄨㄥㄗㄤ,叢葬,False
ㄘㄨㄥㄘㄨ,匆促/匆猝,False
ㄘㄨㄥㄙㄨ,從速/從俗,False
ㄘㄨㄥㄧㄡ,從優,False
ㄘㄨㄥㄧㄢ,從嚴,False
ㄘㄨㄥㄧㄥ,從影/聰穎,False
ㄘㄨㄥㄨㄟ,從未,True
ㄘㄨㄧㄜㄕ,粗衣惡食,False
ㄙㄆㄧㄥㄕ,四平市,False
ㄙㄆㄨㄏㄤ,廝撲行,False
ㄙㄇㄚㄇㄣ,司馬門,False
ㄙㄇㄚㄈㄚ,司馬法,False
ㄙㄇㄚㄈㄨ,緦麻服,False
ㄙㄇㄚㄊㄢ,司馬談,False
ㄙㄇㄚㄓㄠ,司馬昭,False
ㄙㄇㄚㄧㄢ,司馬炎,False
ㄙㄈㄚㄩㄢ,司法院,False
ㄙㄈㄣㄌㄧ,四分曆,False
ㄙㄈㄣㄌㄩ,四分律,False
ㄙㄈㄣㄨㄟ,四分衛,False
ㄙㄈㄤㄅㄨ,四方步,False
ㄙㄈㄨㄇㄨ,嗣父母,False
ㄙㄉㄚㄓㄡ,四大洲,False
ㄙㄊㄧㄕㄨ,四體書,False
ㄙㄌㄤㄌㄤ,廝琅琅,False
ㄙㄍㄨㄥㄗ,四公子,False
ㄙㄏㄜㄈㄤ,四合房,False
ㄙㄏㄜㄩㄢ,四合院,False
ㄙㄐㄧㄉㄡ,四季豆,False
ㄙㄐㄧㄚㄕ,四家詩,False
ㄙㄐㄧㄣㄕ,四進士,False
ㄙㄐㄩㄣㄗ,四君子,False
ㄙㄒㄧㄉㄞ,四喜袋,False
ㄙㄒㄧㄤㄕ,思想史,False
ㄙㄓㄆㄧㄣ,絲織品,False
ㄙㄓㄡㄒㄧ,泗州戲,False
ㄙㄓㄨㄘㄜ,四柱冊,False
ㄙㄓㄨㄩㄝ,絲竹樂,False
ㄙㄕㄣㄊㄤ,四神湯,False
ㄙㄕㄦㄈㄟ,似是而非,False
ㄙㄕㄨㄨㄣ,四書文,False
ㄙㄖㄣㄅㄤ,四人幫,False
ㄙㄚㄇㄧㄩ,撒謎語,False
ㄙㄚㄉㄧㄠ,撒刁,False
ㄙㄚㄊㄨㄛ,灑脫,False
ㄙㄚㄊㄨㄟ,撒腿,False
ㄙㄚㄋㄧㄠ,撒尿/撒溺,False
ㄙㄚㄌㄨㄛ,灑落/撒落,False
ㄙㄚㄏㄨㄚ,撒花,False
ㄙㄚㄏㄨㄢ,撒歡,False
ㄙㄚㄏㄨㄤ,撒謊,False
ㄙㄚㄐㄧㄚ,洒家,False
ㄙㄚㄐㄧㄠ,撒嬌/撒腳,False
ㄙㄚㄒㄧㄝ,撒鞋/靸鞋,False
ㄙㄚㄒㄧㄢ,撒線,False
ㄙㄚㄓㄊㄧ,撒滯殢,False
ㄙㄚㄓㄨㄥ,撒種,False
ㄙㄚㄕㄨㄟ,灑水,False
ㄙㄚㄕㄨㄤ,颯爽,False
ㄙㄚㄗㄨㄟ,撒嘴,False
ㄙㄚㄘㄨㄣ,撒村,False
ㄙㄚㄧㄚㄗ,撒鴨子,False
ㄙㄜㄉㄧㄠ,色調/瑟調,False
ㄙㄜㄍㄨㄟ,色鬼,False
ㄙㄜㄍㄨㄤ,色光,False
ㄙㄜㄏㄨㄢ,色環,False
ㄙㄜㄏㄨㄤ,色荒,False
ㄙㄜㄐㄧㄝ,色界/色戒,False
ㄙㄜㄐㄩㄝ,色覺,False
ㄙㄜㄑㄧㄥ,色情,False
ㄙㄜㄒㄧㄠ,色笑,False
ㄙㄜㄒㄧㄣ,色心,False
ㄙㄜㄒㄧㄤ,色相,False
ㄙㄜㄒㄧㄦ,塞席爾,False
ㄙㄜㄙㄨㄛ,瑟縮/澀縮,False
ㄙㄜㄙㄨㄣ,色思溫,False
ㄙㄞㄅㄤㄗ,腮幫子,False
ㄙㄞㄏㄨㄚ,塞話,False
ㄙㄞㄏㄨㄟ,賽會,False
ㄙㄞㄐㄧㄚ,腮頰,False
ㄙㄞㄑㄧㄡ,賽球,False
ㄙㄞㄒㄧㄢ,腮腺,False
ㄙㄠㄅㄧㄢ,掃邊,False
ㄙㄠㄆㄧㄥ,掃平,False
ㄙㄠㄇㄧㄠ,掃描,False
ㄙㄠㄉㄨㄥ,騷動,False
ㄙㄠㄊㄧㄥ,掃聽,False
ㄙㄠㄌㄧㄢ,掃臉,False
ㄙㄠㄌㄨㄢ,騷亂,False
ㄙㄠㄍㄨㄛ,騷國,False
ㄙㄠㄏㄨㄛ,騷貨,False
ㄙㄠㄏㄨㄤ,掃黃,False
ㄙㄠㄐㄧㄝ,掃街,False
ㄙㄠㄐㄧㄢ,繅繭,False
ㄙㄠㄐㄧㄥ,騷經,False
ㄙㄠㄒㄧㄝ,騷屑,False
ㄙㄠㄒㄧㄥ,掃星,False
ㄙㄡㄅㄧㄥ,叟兵,False
ㄙㄡㄇㄧㄢ,溲麵,False
ㄙㄡㄋㄧㄠ,溲溺,False
ㄙㄡㄌㄧㄡ,颼飀,False
ㄙㄡㄌㄨㄛ,搜羅/蒐羅,False
ㄙㄡㄍㄨㄚ,搜刮/搜括,False
ㄙㄡㄏㄨㄚ,溲話,False
ㄙㄡㄏㄨㄛ,擻火,False
ㄙㄡㄐㄧㄝ,搜劫,False
ㄙㄡㄐㄧㄡ,搜救,False
ㄙㄡㄐㄧㄢ,搜檢,False
ㄙㄡㄑㄧㄡ,搜求,False
ㄙㄡㄒㄩㄣ,搜尋,False
ㄙㄡㄓㄨㄧ,餿主意,False
ㄙㄡㄕㄨㄟ,餿水,False
ㄙㄡㄙㄨㄛ,搜索/蒐索,False
ㄙㄢㄅㄚㄓ,三八制,False
ㄙㄢㄅㄧㄠ,三表,False
ㄙㄢㄅㄧㄢ,三變,False
ㄙㄢㄅㄧㄥ,傘兵/三病,False
ㄙㄢㄅㄨㄓ,三不知,False
ㄙㄢㄅㄨㄧ,三不易,False
ㄙㄢㄆㄧㄣ,三品,False
ㄙㄢㄇㄧㄠ,三苗,False
ㄙㄢㄇㄧㄢ,三眠,False
ㄙㄢㄇㄧㄥ,三明/三命,False
ㄙㄢㄈㄚㄙ,三法司,False
ㄙㄢㄉㄧㄢ,三典,False
ㄙㄢㄉㄨㄛ,三多,False
ㄙㄢㄉㄨㄢ,三端,False
ㄙㄢㄉㄨㄥ,三冬,False
ㄙㄢㄊㄢㄗ,散攤子,False
ㄙㄢㄊㄧㄥ,三停,False
ㄙㄢㄊㄨㄟ,三推,False
ㄙㄢㄊㄨㄥ,三通/三統,False
ㄙㄢㄋㄨㄥ,三農,False
ㄙㄢㄌㄧㄡ,三六/三流,False
ㄙㄢㄌㄧㄤ,三兩,False
ㄙㄢㄌㄧㄥ,三靈,False
ㄙㄢㄌㄨㄛ,散落/三落,False
ㄙㄢㄌㄨㄢ,散亂,False
ㄙㄢㄌㄩㄝ,三略,False
ㄙㄢㄍㄨㄛ,三國,True
ㄙㄢㄍㄨㄟ,三歸/三皈,False
ㄙㄢㄍㄨㄢ,三關/三觀,False
ㄙㄢㄍㄨㄤ,三光/散光,False
ㄙㄢㄍㄨㄥ,三公/三宮,False
ㄙㄢㄏㄨㄚ,散話,False
ㄙㄢㄏㄨㄛ,散伙/散夥,False
ㄙㄢㄏㄨㄞ,三槐,False
ㄙㄢㄏㄨㄟ,散會,False
ㄙㄢㄏㄨㄢ,三桓,False
ㄙㄢㄏㄨㄤ,三皇,False
ㄙㄢㄐㄧㄚ,三甲/三家,False
ㄙㄢㄐㄧㄝ,三界/三節,False
ㄙㄢㄐㄧㄠ,三角/三教,True
ㄙㄢㄐㄧㄡ,三酒,False
ㄙㄢㄐㄧㄢ,三監/三鑑,False
ㄙㄢㄐㄧㄣ,三晉,False
ㄙㄢㄐㄧㄤ,三江,False
ㄙㄢㄐㄧㄥ,三精/三境,False
ㄙㄢㄐㄩㄝ,三絕,False
ㄙㄢㄐㄩㄣ,三軍,False
ㄙㄢㄑㄧㄗ,三七仔,False
ㄙㄢㄑㄧㄠ,三僑,False
ㄙㄢㄑㄧㄡ,三秋,False
ㄙㄢㄑㄧㄢ,三遷,False
ㄙㄢㄑㄧㄣ,三親/三秦,False
ㄙㄢㄑㄧㄥ,三清/三卿,False
ㄙㄢㄑㄩㄢ,三泉,False
ㄙㄢㄒㄧㄚ,三峽/三夏,False
ㄙㄢㄒㄧㄠ,三笑/三消,False
ㄙㄢㄒㄧㄡ,三秀,False
ㄙㄢㄒㄧㄢ,三鮮/三獻,False
ㄙㄢㄒㄧㄣ,散心,False
ㄙㄢㄒㄧㄤ,三相,False
ㄙㄢㄒㄧㄥ,三行/三星,False
ㄙㄢㄒㄩㄝ,三學,False
ㄙㄢㄒㄩㄢ,三玄,False
ㄙㄢㄒㄩㄣ,三巡,False
ㄙㄢㄓㄕㄡ,三隻手,False
ㄙㄢㄓㄨㄢ,三傳,False
ㄙㄢㄓㄨㄣ,三準,False
ㄙㄢㄓㄨㄤ,散裝,False
ㄙㄢㄔㄈㄚ,三尺法,False
ㄙㄢㄔㄨㄢ,三川,False
ㄙㄢㄔㄨㄣ,三春,False
ㄙㄢㄔㄨㄥ,三重,False
ㄙㄢㄕㄆㄢ,散氏盤,False
ㄙㄢㄕㄈㄛ,三世佛,False
ㄙㄢㄕㄕㄣ,三尸神,False
ㄙㄢㄕㄥㄕ,三生石,False
ㄙㄢㄕㄨㄚ,散耍,False
ㄙㄢㄕㄨㄤ,槮爽,False
ㄙㄢㄗㄨㄨ,三足烏,False
ㄙㄢㄘㄈㄤ,三次方,False
ㄙㄢㄘㄨㄥ,三從,False
ㄙㄢㄙㄊㄞ,三思臺,False
ㄙㄢㄜㄉㄠ,三惡道,False
ㄙㄢㄧㄌㄩ,三一律,False
ㄙㄢㄨㄣㄕ,散文詩,False
ㄙㄢㄩㄩㄢ,三語掾,False
ㄙㄣㄌㄧㄣ,森林,False
ㄙㄤㄆㄧㄓ,桑皮紙,False
ㄙㄤㄇㄧㄥ,喪明/喪命,False
ㄙㄤㄊㄧㄢ,桑田,False
ㄙㄤㄋㄚㄩ,桑那浴,False
ㄙㄤㄌㄨㄛ,桑落,False
ㄙㄤㄌㄨㄢ,喪亂,False
ㄙㄤㄐㄧㄚ,喪家,False
ㄙㄤㄑㄧㄣ,桑欽,False
ㄙㄤㄑㄩㄢ,喪權,False
ㄙㄤㄒㄧㄣ,喪心,False
ㄙㄤㄓㄨㄥ,桑中/喪鐘,False
ㄙㄥㄍㄨㄢ,僧官,False
ㄙㄥㄑㄧㄝ,僧伽,False
ㄙㄥㄒㄧㄝ,僧鞋,False
ㄙㄦㄏㄡㄓ,死而後止,False
ㄙㄦㄏㄡㄧ,死而後已,False
ㄙㄦㄨㄩㄢ,死而無怨,False
ㄙㄧㄥㄆㄞ,死硬派,False
ㄙㄨㄇㄧㄠ,素描,False
ㄙㄨㄇㄧㄢ,素面,False
ㄙㄨㄇㄧㄥ,宿命/俗名,False
ㄙㄨㄉㄨㄣ,宿頓,False
ㄙㄨㄊㄧㄝ,蘇鐵,False
ㄙㄨㄊㄨㄟ,素退,False
ㄙㄨㄋㄧㄢ,俗念,False
ㄙㄨㄋㄨㄛ,宿諾,False
ㄙㄨㄌㄧㄠ,宿料/塑料,False
ㄙㄨㄌㄧㄡ,素流/俗流,False
ㄙㄨㄌㄧㄢ,蘇聯/素練,False
ㄙㄨㄌㄨㄛ,訴落,False
ㄙㄨㄌㄨㄣ,素論,False
ㄙㄨㄍㄨㄢ,素冠,False
ㄙㄨㄍㄨㄥ,肅恭,False
ㄙㄨㄏㄨㄚ,俗話/俗化,False
ㄙㄨㄏㄨㄞ,素懷,False
ㄙㄨㄏㄨㄟ,宿慧/蘇蕙,False
ㄙㄨㄏㄨㄢ,素宦,False
ㄙㄨㄐㄧㄚ,俗家/速駕,False
ㄙㄨㄐㄧㄝ,俗界/素節,False
ㄙㄨㄐㄧㄠ,塑膠/素交,True
ㄙㄨㄐㄧㄡ,素酒/素舊,False
ㄙㄨㄐㄧㄤ,俗講/宿將,False
ㄙㄨㄐㄧㄥ,肅靜/素淨,False
ㄙㄨㄐㄩㄝ,速決,False
ㄙㄨㄐㄩㄢ,素絹,False
ㄙㄨㄐㄩㄣ,蘇峻,False
ㄙㄨㄑㄧㄡ,訴求,False
ㄙㄨㄑㄧㄢ,酥簽,False
ㄙㄨㄑㄧㄣ,素琴/蘇秦,False
ㄙㄨㄑㄧㄥ,肅清/俗情,False
ㄙㄨㄑㄩㄢ,訴權,False
ㄙㄨㄒㄧㄝ,思無邪,False
ㄙㄨㄒㄧㄡ,蘇繡,False
ㄙㄨㄒㄧㄣ,素心/宿心,False
ㄙㄨㄒㄧㄤ,塑像,False
ㄙㄨㄒㄧㄥ,素行/素性,False
ㄙㄨㄒㄩㄝ,宿學,False
ㄙㄨㄒㄩㄣ,蘇洵,False
ㄙㄨㄒㄩㄥ,酥胸,False
ㄙㄨㄓㄨㄟ,訴追,False
ㄙㄨㄓㄨㄤ,訴狀/宿妝,False
ㄙㄨㄓㄨㄥ,素衷,False
ㄙㄨㄕㄨㄛ,訴說,False
ㄙㄨㄕㄨㄟ,涑水,False
ㄙㄨㄕㄨㄣ,肅順,False
ㄙㄨㄕㄨㄤ,橚爽/肅爽,False
ㄙㄨㄖㄨㄢ,酥軟,False
ㄙㄨㄗㄧㄡ,蘇子油,False
ㄙㄨㄗㄨㄛ,肅坐,False
ㄙㄨㄗㄨㄟ,宿醉,False
ㄙㄨㄘㄎㄤ,速賜康,False
ㄙㄨㄙㄨㄥ,訴訟,False
ㄙㄨㄛㄆㄛ,娑婆,False
ㄙㄨㄛㄆㄟ,索賠,False
ㄙㄨㄛㄇㄛ,索寞,False
ㄙㄨㄛㄇㄟ,鎖眉,False
ㄙㄨㄛㄇㄣ,鎖門,False
ㄙㄨㄛㄈㄣ,索粉,False
ㄙㄨㄛㄈㄤ,索放,False
ㄙㄨㄛㄈㄨ,所伏/索婦,False
ㄙㄨㄛㄉㄜ,所得,False
ㄙㄨㄛㄉㄠ,索道,False
ㄙㄨㄛㄊㄚ,瑣闥,False
ㄙㄨㄛㄊㄠ,索討,False
ㄙㄨㄛㄊㄡ,索頭/鎖頭,False
ㄙㄨㄛㄊㄨ,縮圖,False
ㄙㄨㄛㄋㄚ,嗩吶,False
ㄙㄨㄛㄋㄠ,索鬧,False
ㄙㄨㄛㄋㄨ,璅弩,False
ㄙㄨㄛㄌㄧ,索利/蓑笠,False
ㄙㄨㄛㄌㄨ,索虜,False
ㄙㄨㄛㄍㄨ,鎖骨,False
ㄙㄨㄛㄏㄚ,梭哈,False
ㄙㄨㄛㄏㄜ,索合/縮合,False
ㄙㄨㄛㄐㄩ,索居,False
ㄙㄨㄛㄑㄩ,索取,False
ㄙㄨㄛㄒㄧ,瑣細,False
ㄙㄨㄛㄓㄞ,索債,False
ㄙㄨㄛㄓㄤ,所長,False
ㄙㄨㄛㄔㄤ,所長,False
ㄙㄨㄛㄔㄥ,縮稱,False
ㄙㄨㄛㄔㄨ,所除,False
ㄙㄨㄛㄕㄥ,所生,False
ㄙㄨㄛㄕㄨ,所屬,False
ㄙㄨㄛㄖㄢ,索然,False
ㄙㄨㄛㄗㄞ,所在,True
ㄙㄨㄛㄘㄞ,瑣才,False
ㄙㄨㄛㄘㄠ,莎草/蓑草,False
ㄙㄨㄛㄧㄠ,鎖鑰,False
ㄙㄨㄛㄧㄡ,所有/所由,True
ㄙㄨㄛㄧㄣ,索引/縮印,False
ㄙㄨㄛㄧㄤ,鎖陽,False
ㄙㄨㄛㄧㄥ,縮影,False
ㄙㄨㄛㄨㄟ,所謂/所為,True
ㄙㄨㄛㄨㄣ,瑣聞,False
ㄙㄨㄛㄩㄢ,鎖院,False
