,Characters,Answer,Score
ㄑㄩㄢㄉㄠ,勸導,FALSE,588115
ㄋㄩㄏㄨㄚ,女花,FALSE,588106
ㄓㄨㄉㄠㄘ,主導詞,FALSE,588087
ㄓㄨㄤㄓㄣ,撞針,FALSE,588066
ㄌㄧㄤㄎㄞ,梁楷,FALSE,588036
ㄗㄠㄓㄨㄛ,燥灼/藻梲,FALSE,588024
ㄍㄠㄑㄩㄢ,高顴,FALSE,588009
ㄌㄜㄊㄨㄛ,樂託,FALSE,587974
ㄌㄜㄏㄨㄛ,樂禍,FALSE,587925
ㄏㄠㄎㄨㄛ,豪闊,FALSE,587916
ㄋㄧㄡㄇㄠ,牛毛,FALSE,587914
ㄗㄨㄛㄊㄡ,做頭/坐頭,FALSE,587876
ㄓㄨㄣㄗㄜ,準則,FALSE,587873
ㄊㄧㄠㄉㄧ,調低/迢遞,FALSE,587862
ㄊㄞㄒㄩㄢ,太玄,FALSE,587841
ㄒㄧㄝㄒㄩ,血虛/些許,FALSE,587817
ㄏㄨㄚㄆㄠ,花炮,FALSE,587777
ㄅㄢㄒㄩㄝ,辦學,FALSE,587762
ㄌㄧㄠㄌㄤ,遼朗/燎朗,FALSE,587762
ㄉㄚㄧㄝㄕ,打野食,FALSE,587761
ㄔㄨㄟㄓㄡ,炊帚,FALSE,587760
ㄑㄧㄣㄙㄜ,琴瑟/廞塞,FALSE,587757
ㄐㄧㄗㄠㄦ,即早兒,FALSE,587756
ㄗㄨㄣㄓㄜ,尊者,FALSE,587728
ㄔㄨㄢㄔㄜ,輲車,FALSE,587722
ㄆㄠㄗㄨㄣ,匏尊/匏樽,FALSE,587701
ㄔㄥㄈㄨㄦ,成副兒,FALSE,587663
ㄖㄨㄏㄨㄣ,茹葷,FALSE,587659
ㄅㄢㄆㄧㄢ,半偏,FALSE,587613
ㄎㄠㄏㄨㄛ,烤火,FALSE,587603
ㄆㄧㄠㄅㄛ,飄泊/漂泊,FALSE,587600
ㄧㄉㄨㄌㄨ,一嘟嚕,FALSE,587595
ㄢㄊㄡㄐㄩ,案頭劇,FALSE,587582
ㄌㄨㄛㄎㄡ,羅口,FALSE,587548
ㄈㄟㄓㄨㄚ,飛抓/飛撾,FALSE,587543
ㄅㄞㄕㄨㄛ,白說/擺搠,FALSE,587522
ㄋㄧㄠㄗㄤ,鳥葬,FALSE,587519
ㄗㄠㄔㄨㄤ,灶床,FALSE,587485
ㄑㄧㄝㄈㄟ,竊匪,FALSE,587481
ㄨㄟㄨㄐㄧ,魏無忌,FALSE,587446
ㄋㄧㄝㄓㄤ,孽障,FALSE,587411
ㄏㄨㄤㄘㄠ,荒草,FALSE,587407
ㄍㄠㄊㄧㄠ,高調,FALSE,587406
ㄧㄖㄨㄐㄧ,義乳記,FALSE,587405
ㄅㄚㄕㄊㄧ,巴氏體,FALSE,587348
ㄌㄧㄤㄌㄠ,兩老,TRUE,587346
ㄓㄨㄔㄖㄣ,主持人,FALSE,587339
ㄆㄤㄗㄨㄣ,旁尊/傍尊,FALSE,587325
ㄒㄧㄠㄗㄠ,小灶,FALSE,587284.5
ㄌㄨㄛㄓㄞ,羅齋,FALSE,587238
ㄎㄤㄏㄨㄛ,扛活,FALSE,587227
ㄎㄨㄥㄅㄨ,恐怖,FALSE,587208
ㄏㄥㄐㄩㄝ,桁桷,FALSE,587206
ㄈㄨㄨㄩㄢ,服務員,FALSE,587202
ㄅㄞㄊㄧㄝ,拜帖/白鐵,FALSE,587125
ㄓㄣㄌㄧㄣ,榛林,FALSE,587122.5
ㄆㄧㄢㄅㄧ,駢比/便嬖,FALSE,587116
ㄋㄧㄤㄗㄠ,釀造,FALSE,587103
ㄐㄩㄢㄇㄚ,圈馬,FALSE,587101
ㄏㄨㄛㄊㄞ,禍胎,FALSE,587087
ㄅㄧㄝㄇㄛ,別墨,FALSE,587079
ㄅㄧㄠㄔㄜ,飆車,FALSE,587042
ㄘㄢㄊㄧㄢ,參天,FALSE,587022
ㄌㄟㄏㄨㄞ,累壞,FALSE,587019
ㄅㄚㄌㄟㄨ,芭蕾舞,FALSE,587016
ㄅㄨㄓㄥㄓ,不正知,FALSE,586998
ㄏㄜㄎㄨㄣ,賀悃,FALSE,586988
ㄅㄠㄗㄨㄛ,寶座/寶祚,FALSE,586975
ㄒㄧㄝㄅㄧ,脅逼,FALSE,586972
ㄔㄚㄐㄧㄚ,差價/插架,FALSE,586916.5
ㄉㄧㄠㄏㄠ,調號,FALSE,586894.5
ㄗㄚㄏㄨㄛ,雜貨,FALSE,586888
ㄆㄢㄅㄧㄢ,叛變,FALSE,586878
ㄇㄚㄐㄧㄚ,馬架/罵架,FALSE,586868.5
ㄑㄧㄣㄌㄧ,親歷/秦隸,FALSE,586779
ㄔㄠㄅㄨㄓ,晁補之,FALSE,586736
ㄖㄢㄖㄨㄛ,苒弱,FALSE,586687
ㄎㄜㄏㄨㄣ,科諢,FALSE,586675
ㄔㄞㄉㄨㄟ,拆兌,FALSE,586671
ㄏㄡㄗㄨㄛ,後座/后座,FALSE,586652
ㄐㄩㄢㄔㄡ,絹綢,FALSE,586614
ㄔㄨㄤㄕㄜ,創設,FALSE,586571
ㄐㄩㄣㄉㄠ,軍刀,FALSE,586497
ㄌㄧㄝㄐㄧ,劣跡,FALSE,586462
ㄘㄠㄏㄨㄤ,草荒,FALSE,586446
ㄊㄧㄠㄉㄠ,條道/挑刀,FALSE,586421.5
ㄙㄨㄢㄕㄨ,算數/算術,FALSE,586392
ㄗㄡㄊㄨㄛ,走脫,FALSE,586337
ㄌㄧㄣㄑㄧ,臨期/臨歧,FALSE,586328
ㄗㄡㄏㄨㄛ,走火,FALSE,586288
ㄩㄏㄨㄚㄕ,雨花石,FALSE,586238
ㄕㄨㄟㄅㄞ,水稗,FALSE,586229
ㄇㄛㄍㄨㄞ,魔怪/莫怪,FALSE,586199
ㄒㄩㄥㄎㄡ,胸口,FALSE,586174
ㄕㄨㄏㄨㄟ,書會/熟會,FALSE,586128
ㄔㄨㄥㄇㄨ,沖模,FALSE,586122
ㄇㄟㄎㄨㄣ,沒綑,FALSE,586105
ㄍㄤㄑㄧㄤ,剛強,FALSE,586105
ㄨㄟㄓㄨㄥ,威重,FALSE,586088
ㄙㄨㄥㄘㄞ,菘菜,FALSE,586057
ㄓㄨㄟㄗㄤ,追贓,FALSE,586049
ㄙㄚㄏㄨㄤ,撒謊,FALSE,586002
ㄇㄞㄑㄧㄡ,買求/麥秋,FALSE,585984
ㄘㄨㄥㄕㄨ,從屬/叢書,FALSE,585968
ㄙㄢㄅㄧㄢ,三變,FALSE,585965
ㄧㄕㄐㄧㄝ,一世界,FALSE,585963
ㄆㄟㄑㄧㄤ,呸搶,FALSE,585944
ㄗㄨㄟㄓㄤ,罪障,FALSE,585904
ㄘㄞㄑㄧㄣ,采芹,FALSE,585892
ㄕㄠㄙㄨㄛ,哨所,FALSE,585879
ㄆㄛㄅㄧㄠ,破錶,FALSE,585876
ㄒㄩㄥㄓㄞ,凶宅,FALSE,585864
ㄐㄧㄝㄐㄩ,結局/結聚,FALSE,585850
ㄗㄨㄛㄖㄣ,做人/作人,TRUE,585850
ㄅㄠㄋㄧㄝ,寶鑷,FALSE,585810
ㄎㄞㄇㄧㄣ,開敏,FALSE,585781
ㄇㄛㄒㄩㄢ,墨選,FALSE,585773
ㄓㄨㄢㄖㄨ,轉入,FALSE,585767
ㄨㄢㄇㄞㄗ,挽麥子,FALSE,585741
ㄊㄨㄣㄊㄚ,囤塌,FALSE,585739
ㄋㄧㄝㄅㄠ,捏報,FALSE,585640
ㄏㄨㄌㄨㄛ,瓠落,FALSE,585638
ㄉㄚㄎㄨㄞ,大快/大塊,FALSE,585612
ㄌㄨㄛㄅㄞ,落敗/羅拜,FALSE,585593
ㄇㄣㄎㄨㄟ,悶虧,FALSE,585587
ㄅㄛㄕㄨㄞ,撥甩,FALSE,585566
ㄍㄠㄐㄩㄣ,高峻/告竣,FALSE,585552
ㄒㄧㄤㄎㄤ,響炕,FALSE,585505
ㄕㄤㄙㄨㄛ,上鎖,FALSE,585503
ㄓㄉㄠㄩㄢ,指導員,FALSE,585471
ㄓㄨㄥㄋㄨ,眾怒,FALSE,585435
ㄐㄩㄝㄓㄢ,決戰/嚼旃,FALSE,585427
ㄌㄨㄏㄨㄛ,爐火/虜獲,FALSE,585397
ㄔㄨㄢㄖㄢ,傳染,FALSE,585392
ㄅㄞㄒㄩㄥ,白熊,FALSE,585383
ㄍㄨㄟㄇㄞ,瑰邁,FALSE,585365
ㄒㄩㄢㄊㄞ,鉉臺,FALSE,585340
ㄊㄢㄐㄩㄝ,痰厥,FALSE,585323
ㄆㄧㄑㄧㄡ,皮球/皮裘,FALSE,585319
ㄏㄨㄣㄏㄡ,渾厚,FALSE,585310
ㄏㄨㄟㄎㄠ,會考,FALSE,585299
ㄨㄢㄊㄨㄛ,碗脫,FALSE,585213
ㄕㄨㄟㄕㄣ,水神,FALSE,585195
ㄏㄢㄐㄩㄝ,寒厥,FALSE,585188
ㄨㄢㄏㄨㄛ,玩火/萬壑,FALSE,585164
ㄉㄧㄗㄤㄙ,地藏寺,FALSE,585134
ㄎㄨㄟㄊㄠ,潰逃,FALSE,585101
ㄧㄤㄑㄩㄝ,揚搉,FALSE,585079
ㄎㄡㄕㄨㄟ,口水,FALSE,585063
ㄌㄞㄔㄨㄤ,賴床,FALSE,585047
ㄅㄨㄏㄞㄕ,不害事,FALSE,585046
ㄒㄩㄢㄏㄞ,玄海,FALSE,584997
ㄕㄨㄞㄈㄚ,甩髮,FALSE,584964
ㄎㄨㄣㄓㄞ,坤宅,FALSE,584947
ㄊㄨㄣㄊㄡ,屯頭,FALSE,584932
ㄓㄜㄕㄨㄛ,遮說,FALSE,584894
ㄑㄧㄝㄏㄜ,切合,FALSE,584878
ㄧㄍㄨㄌㄨ,一骨碌,FALSE,584859
ㄖㄨㄣㄨㄟ,閏位,FALSE,584794
ㄐㄧㄝㄊㄧ,階梯/解體,FALSE,584781
ㄎㄨㄟㄏㄠ,虧耗,FALSE,584758
ㄍㄨㄢㄍㄢ,觀感/管幹,FALSE,584735.5
ㄏㄨㄕㄨㄟ,戽水,FALSE,584698
ㄏㄨㄟㄗㄚ,迴匝,FALSE,584697
ㄑㄧㄣㄘㄞ,芹菜,FALSE,584667
ㄕㄨㄞㄨㄤ,衰亡,FALSE,584667
ㄧㄧㄉㄤㄕ,一以當十,FALSE,584621
ㄍㄨㄤㄍㄠ,廣告,FALSE,584597.5
ㄎㄨㄤㄍㄜ,狂歌,FALSE,584570
ㄌㄧㄡㄉㄧ,流遞,FALSE,584555
ㄌㄨㄣㄕㄨ,論述,FALSE,584519
ㄍㄠㄕㄢㄩ,高山語,FALSE,584508
ㄋㄧㄥㄇㄧ,寧謐,FALSE,584487
ㄘㄨㄣㄈㄚ,皴法,FALSE,584470
ㄌㄞㄙㄨㄣ,來孫/徠孫,FALSE,584457
ㄓㄨㄏㄨㄚ,珠花/燭花,FALSE,584418
ㄅㄞㄌㄨㄛ,白落/敗落,FALSE,584414
ㄋㄨㄢㄏㄨ,暖壺,FALSE,584411
ㄐㄩㄝㄙㄨ,絕俗,FALSE,584405
ㄓㄈㄣㄑㄧ,脂粉氣,FALSE,584402
ㄍㄨㄞㄊㄜ,怪特,FALSE,584398
ㄌㄧㄣㄅㄧ,鄰比/鱗比,FALSE,584330
ㄅㄧㄣㄌㄧ,賓禮,FALSE,584328
ㄕㄨㄣㄌㄨ,順路,FALSE,584283
ㄨㄤㄔㄨㄢ,輞川,FALSE,584279
ㄈㄟㄒㄩㄢ,飛軒,FALSE,584262
ㄧㄚㄅㄧㄣ,鴉鬢,FALSE,584244
ㄒㄩㄥㄅㄞ,熊白,FALSE,584219
ㄓㄤㄗㄨㄟ,張嘴/掌嘴,FALSE,584208
ㄨㄤㄑㄩㄝ,忘卻,FALSE,584175
ㄘㄨㄣㄨㄤ,存亡,FALSE,584173
ㄢㄏㄨㄚㄦ,暗花兒,FALSE,584144
ㄒㄩㄢㄋㄠ,喧鬧/諠呶,FALSE,584091
ㄐㄧㄩㄓㄓ,覬覦之志,FALSE,584067
ㄌㄧㄠㄎㄜ,蓼科,FALSE,584062
ㄕㄨㄟㄆㄠ,水泡/睡袍,FALSE,584051
ㄩㄣㄌㄨㄣ,奫淪,FALSE,584038.5
ㄋㄠㄏㄨㄛ,惱火,FALSE,584028
ㄊㄨㄟㄗㄡ,退走,FALSE,584025
ㄑㄩㄢㄍㄠ,勸告,FALSE,584021
ㄊㄠㄎㄨㄟ,討愧,FALSE,584003
ㄈㄨㄑㄩㄝ,服闋,FALSE,583918
ㄔㄨㄓㄣㄗ,出疹子,FALSE,583916
ㄕㄣㄌㄨㄣ,申論,FALSE,583912.5
ㄇㄧㄠㄐㄧ,妙計,FALSE,583873
ㄈㄚㄘㄨㄣ,發村,FALSE,583870
ㄅㄨㄓㄨㄤ,不指望,FALSE,583869
ㄇㄨㄉㄨㄛ,木鐸,FALSE,583858
ㄌㄧㄋㄧㄝ,沴孽,FALSE,583808
ㄐㄩㄝㄅㄢ,絕版,FALSE,583782
ㄌㄧㄤㄎㄜ,兩可,FALSE,583772
ㄏㄨㄚㄗㄟ,花賊,FALSE,583753
ㄗㄨㄟㄊㄡ,嘴頭,FALSE,583733
ㄋㄤㄊㄨㄛ,囊橐,FALSE,583701
ㄌㄨㄛㄋㄩ,裸女,FALSE,583697
ㄧㄅㄚㄓㄤ,一巴掌,FALSE,583691
ㄆㄧㄌㄩㄝ,擗掠,FALSE,583609
ㄌㄨㄛㄨㄟ,絡緯/羅幃,FALSE,583573
ㄧㄅㄚㄓㄠ,一把罩,FALSE,583565
ㄈㄨㄕㄨㄤ,富孀,FALSE,583561
ㄊㄜㄒㄩㄢ,特選,FALSE,583556
ㄕㄨㄓㄨㄛ,書桌,FALSE,583552
ㄎㄨㄢㄈㄢ,寬泛,FALSE,583547
ㄅㄨㄗㄨㄣ,不遵,FALSE,583519
ㄊㄧㄢㄊㄢ,天壇/舔舕,FALSE,583487
ㄍㄨㄛㄨㄞ,國外,FALSE,583478
ㄅㄞㄕㄨㄟ,白水,FALSE,583474
ㄑㄧㄝㄎㄡ,切口/切口,FALSE,583427
ㄗㄨㄟㄏㄡ,最後,TRUE,583390
ㄅㄟㄆㄧㄠ,北票,FALSE,583376
ㄊㄚㄗㄨㄟ,塌嘴,FALSE,583339
ㄉㄚㄑㄩㄢ,大權/打圈,FALSE,583329
ㄧㄣㄘㄕㄤ,因此上,FALSE,583324
ㄈㄚㄆㄧㄠ,發票/發飄,FALSE,583288
ㄑㄧㄝㄒㄧ,竊喜,FALSE,583272
ㄓㄣㄎㄨㄞ,枕塊,FALSE,583232
ㄎㄤㄏㄨㄟ,康回,FALSE,583179
ㄒㄩㄝㄈㄥ,學風/學俸,FALSE,583173
ㄔㄧㄡㄒㄧ,蚩尤戲,FALSE,583145
ㄊㄨㄟㄇㄛ,推磨,FALSE,583124
ㄆㄧㄣㄐㄧ,品級/拼集,FALSE,583087
ㄈㄨㄍㄨㄛ,復國/複果,FALSE,583066
ㄎㄨㄚㄩㄝ,跨越,FALSE,583054
ㄊㄨㄥㄆㄨ,同譜/通鋪,FALSE,583008
ㄎㄨㄛㄓㄤ,擴張,TRUE,583002
ㄏㄨㄟㄇㄛ,灰沒/徽墨,FALSE,582989
ㄋㄩㄌㄨㄛ,女蘿,FALSE,582946
ㄏㄨㄟㄊㄞ,恢臺,FALSE,582944
ㄅㄠㄗㄨㄟ,抱罪,FALSE,582927
ㄗㄚㄏㄨㄟ,雜燴/砸毀,FALSE,582840
ㄍㄡㄑㄧㄡ,購求,FALSE,582830
ㄘㄨㄣㄔㄚ,存查,FALSE,582791
ㄅㄨㄏㄨㄚ,補花/佈劃,FALSE,582761
ㄊㄡㄗㄨㄟ,偷嘴,FALSE,582739
ㄉㄡㄑㄩㄢ,鬥犬,FALSE,582729
ㄇㄢㄎㄜㄧ,滿可以,FALSE,582697
ㄓㄠㄓㄨㄣ,照准,FALSE,582670
ㄉㄧㄠㄑㄧ,雕砌/雕漆,FALSE,582663
ㄐㄧㄚㄈㄚ,家法/假髮,FALSE,582654
ㄊㄜㄅㄧㄝ,特別,FALSE,582639
ㄧㄤㄅㄟㄕ,羊背石,FALSE,582638
ㄇㄛㄅㄨㄕ,莫不是,FALSE,582598
ㄏㄨㄣㄕㄣ,渾身,FALSE,582582.5
ㄧㄉㄞㄓㄠ,衣帶詔,FALSE,582580
ㄅㄚㄓㄨㄞ,巴拽,FALSE,582551
ㄅㄤㄗㄨㄟ,幫嘴,FALSE,582551
ㄌㄩㄎㄨㄟ,律魁,FALSE,582545
ㄩㄇㄟㄨㄓ,愚昧無知,FALSE,582545
ㄇㄟㄒㄩㄢ,美選/眉軒,FALSE,582538
ㄕㄐㄧㄇㄛ,世紀末,FALSE,582530
ㄐㄩㄣㄍㄤ,軍港,FALSE,582529
ㄙㄐㄧㄉㄡ,四季豆,FALSE,582527
ㄏㄨㄣㄖㄗ,混日子,FALSE,582526
ㄆㄧㄧㄇㄨ,皮翼目,FALSE,582509
ㄋㄩㄝㄐㄧ,虐疾/瘧疾,FALSE,582431
ㄐㄩㄢㄕㄜ,卷舌/眷舍,FALSE,582428
ㄅㄧㄝㄏㄜ,別鶴,FALSE,582427
ㄕㄨㄙㄨㄣ,叔孫,FALSE,582423
ㄔㄜㄉㄨㄟ,車隊,FALSE,582386
ㄆㄞㄆㄧㄢ,拍片,TRUE,582352
ㄊㄧㄠㄍㄠ,跳高/調高,FALSE,582327.5
ㄊㄤㄊㄧㄠ,螗蜩,FALSE,582326
ㄈㄟㄊㄨㄛ,吠陀,FALSE,582296
ㄈㄟㄏㄨㄛ,肺火/飛禍,FALSE,582247
ㄖㄨㄟㄓㄠ,瑞兆,FALSE,582245
ㄔㄨㄑㄩㄝ,出缺/除卻,FALSE,582242
ㄎㄨㄟㄨㄣ,夔紋,FALSE,582228
ㄔㄨㄣㄇㄞ,春麥,FALSE,582216
ㄍㄠㄑㄧㄠ,高蹺/高峭,FALSE,582210
ㄍㄨㄟㄆㄛ,龜婆/桂魄,FALSE,582187
ㄊㄨㄥㄙㄨ,通俗/同宿,TRUE,582168
ㄊㄨㄅㄠㄗ,土包子,FALSE,582144
ㄑㄧㄠㄉㄧ,磽地,FALSE,582141
ㄒㄧㄧㄐㄧ,洗衣機,FALSE,582141
ㄉㄠㄅㄧㄠ,導標,FALSE,582113
ㄋㄚㄕㄨㄟ,納稅/納水,FALSE,582088
ㄏㄨㄥㄙㄨ,紅素,FALSE,582033
ㄐㄩㄥㄊㄞ,窘態,FALSE,582028
ㄎㄨㄢㄓㄨ,款住/寬住,FALSE,581961
ㄧㄢㄉㄧㄢ,眼點,FALSE,581938
ㄒㄧㄤㄋㄤ,香囊,FALSE,581901
ㄇㄟㄧㄥㄗ,沒影子,FALSE,581888
ㄔㄨㄕㄨㄤ,除霜/初霜,FALSE,581885
ㄌㄟㄎㄨㄚ,累垮,FALSE,581883
ㄑㄧㄤㄉㄧ,搶地/羌笛,FALSE,581851
ㄑㄧㄤㄍㄤ,搶槓,FALSE,581831
ㄏㄨㄟㄋㄤ,穢囊,FALSE,581821
ㄓㄜㄌㄨㄛ,遮羅/折籮,FALSE,581786
ㄅㄨㄨㄢㄕ,不侮暗室,FALSE,581784
ㄆㄠㄌㄨㄛ,炮烙/泡螺,FALSE,581783
ㄊㄞㄏㄨㄟ,胎諱/臺諱,FALSE,581778
ㄔㄨㄢㄎㄢ,傳看,FALSE,581772
ㄙㄨㄥㄈㄥ,松風,FALSE,581758.5
ㄎㄨㄤㄔㄠ,狂潮,FALSE,581730
ㄧㄚㄆㄢㄖ,牙盤日,FALSE,581728
ㄕㄤㄍㄨㄤ,賞光,FALSE,581727
ㄇㄧㄋㄧㄠ,泌尿,FALSE,581720
ㄗㄨㄟㄖㄣ,罪人,TRUE,581707
ㄏㄞㄊㄨㄟ,海退,FALSE,581692
ㄌㄨㄢㄙㄨ,亂俗,FALSE,581660
ㄡㄌㄧㄥㄦ,藕零兒,FALSE,581653
ㄗㄨㄛㄑㄩ,作曲,TRUE,581614
ㄔㄚㄆㄧㄠ,查票,FALSE,581612
ㄑㄩㄗㄨㄛ,屈座,FALSE,581584
ㄇㄚㄆㄧㄠ,馬票,FALSE,581564
ㄎㄨㄢㄇㄢ,款慢,FALSE,581548
ㄇㄞㄔㄨㄣ,買春/賣春,FALSE,581537
ㄎㄜㄇㄧㄣ,恪敏,FALSE,581496
ㄒㄩㄝㄔㄥ,學成/削成,FALSE,581494
ㄈㄛㄏㄨㄟ,佛會,FALSE,581434
ㄍㄨㄟㄔㄜ,鬼車/鬼扯,FALSE,581421
ㄔㄨㄍㄨㄛ,出國,FALSE,581390
ㄙㄨㄥㄏㄨ,嵩呼,FALSE,581385
ㄌㄧㄡㄗㄜ,流澤,FALSE,581375
ㄉㄧㄝㄉㄤ,跌蕩/跌宕,FALSE,581371
ㄌㄨㄏㄨㄟ,爐灰/蘆薈,FALSE,581349
ㄇㄨㄍㄨㄛ,母國,FALSE,581342
ㄒㄩㄢㄇㄟ,選美/軒眉,FALSE,581337
ㄎㄨㄣㄨㄟ,坤維/閫威,FALSE,581282
ㄗㄨㄛㄉㄞ,作歹,FALSE,581268
ㄎㄡㄒㄩㄢ,口宣,FALSE,581258
ㄗㄒㄧㄅㄠ,子細胞,FALSE,581256
ㄍㄨㄏㄨㄞ,顧懷,FALSE,581254
ㄉㄧㄝㄉㄠ,跌倒,FALSE,581245
ㄔㄨㄢㄈㄨ,船夫,FALSE,581229
ㄍㄠㄧㄔㄡ,高一籌,FALSE,581227
ㄒㄩㄥㄙㄠ,兄嫂,FALSE,581201
ㄆㄧㄝㄧㄡ,撇油,FALSE,581194
ㄉㄞㄗㄨㄛ,呆坐,FALSE,581187
ㄓㄥㄗㄨㄥ,正宗,TRUE,581167
ㄊㄨㄛㄎㄡ,脫口,FALSE,581164
ㄕㄜㄌㄧㄗ,舍利子,FALSE,581161
ㄨㄢㄏㄨㄟ,晚會/挽回,TRUE,581116
ㄘㄢㄐㄩㄣ,參軍,FALSE,581114
ㄆㄢㄌㄨㄢ,叛亂,FALSE,581074
ㄏㄨㄛㄎㄡ,活口,FALSE,581029
ㄧㄝㄌㄚㄕ,葉蠟石,FALSE,581010
ㄍㄜㄧㄣㄓ,隔音紙,FALSE,580997
ㄓㄣㄑㄩㄢ,真詮,FALSE,580949
ㄅㄛㄅㄧㄣ,薄鬢,FALSE,580932
ㄅㄨㄏㄜㄕ,不合式,FALSE,580911
ㄙㄨㄛㄈㄣ,索粉,FALSE,580907
ㄗㄧㄝㄍㄜ,子夜歌,FALSE,580894
ㄨㄕㄚㄇㄠ,烏紗帽,FALSE,580894
ㄉㄚㄐㄩㄣ,大軍/大君,TRUE,580872
ㄆㄠㄕㄨㄟ,泡水,FALSE,580843
ㄓㄥㄐㄩㄝ,正覺,FALSE,580826
ㄅㄧㄝㄒㄧ,襒席,FALSE,580821
ㄌㄚㄌㄧㄠ,蠟療,FALSE,580817
ㄇㄧㄝㄔㄚ,滅茬,FALSE,580795
ㄙㄓㄡㄒㄧ,泗州戲,FALSE,580785
ㄒㄩㄢㄏㄜ,宣和/暄和,FALSE,580733
ㄖㄨㄟㄅㄤ,蕊榜,FALSE,580726
ㄏㄨㄛㄓㄞ,火宅,FALSE,580719
ㄗㄨㄛㄅㄚ,作罷,FALSE,580670
ㄉㄧㄠㄅㄧ,掉臂/凋弊,FALSE,580665
ㄑㄧㄋㄩㄝ,欺虐,FALSE,580665
ㄐㄧㄚㄇㄚ,加碼/價碼,FALSE,580655
ㄅㄨㄕㄎㄡ,不釋口,FALSE,580636
ㄊㄥㄎㄨㄥ,騰空,FALSE,580586
ㄋㄚㄑㄧㄝ,納妾,FALSE,580543
ㄕㄢㄨㄨㄟ,善無畏,FALSE,580529
ㄇㄟㄏㄨㄛ,魅惑/媚惑,FALSE,580523
ㄙㄨㄕㄨㄣ,肅順,FALSE,580522
ㄋㄧㄠㄎㄤ,尿炕,FALSE,580515
ㄎㄞㄌㄧㄡ,開溜,FALSE,580499
ㄙㄤㄌㄨㄛ,桑落,FALSE,580494
ㄇㄧㄢㄘㄢ,免參,FALSE,580464
ㄏㄠㄓㄉㄥ,號誌燈,FALSE,580454
ㄏㄥㄎㄨㄥ,橫空,FALSE,580451
ㄑㄩㄢㄓㄣ,全真,FALSE,580354
ㄕㄤㄌㄧㄤ,商量/上梁,TRUE,580350
ㄎㄨㄢㄅㄨ,款步,FALSE,580316
ㄋㄧㄡㄇㄚ,牛馬,FALSE,580308
ㄒㄧㄠㄎㄠ,小考,FALSE,580280.5
ㄉㄡㄐㄩㄣ,陡峻,FALSE,580272
ㄋㄧㄢㄎㄢ,年刊,FALSE,580237
ㄕㄗㄏㄨㄟ,獅子會,FALSE,580217
ㄌㄠㄌㄧㄡ,老溜,FALSE,580164
ㄙㄢㄌㄨㄢ,散亂,FALSE,580161
ㄦㄕㄓㄨㄣ,耳食之聞,FALSE,580133
ㄆㄥㄅㄧㄥ,椪餅,FALSE,580122
ㄘㄨㄛㄕㄤ,磋商/挫傷,FALSE,580117
ㄊㄧㄝㄐㄧ,貼己/鐵騎,FALSE,580078
ㄧㄣㄅㄚㄗ,印把子,FALSE,580027
ㄐㄩㄥㄈㄟ,迥非,FALSE,580024
ㄔㄞㄔㄨㄢ,拆穿/釵釧,FALSE,580021
ㄋㄠㄏㄨㄟ,惱悔,FALSE,579980
ㄅㄠㄎㄨㄛ,包括,FALSE,579879
ㄔㄜㄍㄨㄟ,車軌,FALSE,579870
ㄑㄧㄡㄔㄜ,囚車,FALSE,579802
ㄈㄢㄋㄧㄢ,飯粘,FALSE,579767
ㄈㄤㄏㄨㄞ,放懷,FALSE,579759
ㄖㄜㄌㄧㄡ,熱流,FALSE,579726
ㄇㄛㄏㄨㄟ,摹繪,FALSE,579710
ㄅㄧㄠㄉㄧ,表弟/標的,FALSE,579690
ㄅㄨㄖㄨㄣ,不潤,FALSE,579687
ㄍㄡㄑㄩㄢ,苟全,FALSE,579649
ㄔㄡㄨㄣㄓ,綢紋紙,FALSE,579601
ㄏㄨㄞㄔㄠ,壞鈔,FALSE,579593
ㄉㄜㄖㄣㄧ,得人意,FALSE,579588
ㄏㄨㄚㄘㄠ,花草/滑草,FALSE,579583
ㄆㄟㄍㄨㄛ,沛國,FALSE,579576
ㄍㄜㄔㄨㄟ,歌吹,FALSE,579503
ㄓㄨㄛㄋㄠ,著惱/濯淖,FALSE,579458
ㄉㄧㄙㄊㄞ,第四臺,FALSE,579408
ㄕㄡㄧㄖㄣ,受益人,FALSE,579398
ㄌㄜㄐㄩㄢ,樂捐,FALSE,579329
ㄍㄨㄛㄗㄞ,過載,FALSE,579296
ㄅㄣㄑㄩㄢ,奔泉,FALSE,579292
ㄒㄩㄢㄎㄡ,懸口,FALSE,579282
ㄔㄨㄤㄊㄞ,窗臺,FALSE,579279
ㄓㄨㄌㄨㄛ,諸羅/豬玀,FALSE,579258
ㄉㄨㄥㄉㄨ,東都/東渡,FALSE,579238
ㄕㄨㄤㄍㄤ,雙槓/瀧岡,FALSE,579235
ㄔㄨㄢㄇㄨ,椽木,FALSE,579230
ㄉㄧㄠㄅㄠ,碉堡/調包,FALSE,579224.5
ㄗㄨㄛㄩㄝ,作樂,FALSE,579218
ㄅㄚㄗㄨㄛ,把做/把作,FALSE,579215
ㄈㄢㄔㄨㄢ,反串/翻船,FALSE,579195
ㄙㄨㄢㄘㄞ,酸菜,FALSE,579165
ㄉㄧㄝㄎㄜ,跌磕,FALSE,579092
ㄍㄠㄅㄧㄠ,高標,FALSE,579033
ㄈㄨㄍㄨㄟ,富貴/賦歸,FALSE,579018
