Word,Answer,Score,Occurrence,Green,Yellow,Weighted Sum
folky,FALSE,4046921,2147,946,1201,1546.5
frump,FALSE,4046794,2145,692,1453,1418.5
neive,FALSE,4046700,2402,1015,1387,1708.5
mools,FALSE,4046667,2237,828,1409,1532.5
waded,FALSE,4046227.5,2529,898,1631,1713.5
gayly,TRUE,4045931,2274,974,1300,1624
sloop,TRUE,4045872,2285,999,1286,1642
balas,FALSE,4045870,2442,788,1654,1615
ephah,FALSE,4045489,2690,444,2246,1567
durra,FALSE,4045355,2573,676,1897,1624.5
wryer,FALSE,4044807,2504,909,1595,1706.5
tythe,FALSE,4044318,2519,735,1784,1627
causa,FALSE,4044116,2432,902,1530,1667
sexer,FALSE,4044094,2548,1150,1398,1849
karri,FALSE,4043942,2595,650,1945,1622.5
hansa,FALSE,4043927,2456,747,1709,1601.5
matts,FALSE,4043891,2492,697,1795,1594.5
specs,FALSE,4043808,2468,792,1676,1630
ginzo,FALSE,4043576,2205,534,1671,1369.5
vivat,FALSE,4043157,2372,710,1662,1541
juvie,FALSE,4042992,2336,837,1499,1586.5
skats,FALSE,4042876,2396,858,1538,1627
hoord,FALSE,4042244,2259,862,1397,1560.5
achar,FALSE,4042021,2573,565,2008,1569
ledge,TRUE,4041750,2374,905,1469,1639.5
staff,TRUE,4041690,2401,811,1590,1606
bundy,FALSE,4041646,2061,931,1130,1496
mises,FALSE,4041568,2619,743,1876,1681
hiois,FALSE,4041564,2317,709,1608,1513
sypes,FALSE,4041348,2437,801,1636,1619
hulky,FALSE,4040563,2103,786,1317,1444.5
vases,FALSE,4040245,2732,781,1951,1756.5
amain,FALSE,4039827,2404,774,1630,1589
yfere,FALSE,4039718.5,2517,767,1750,1642
intis,FALSE,4039491,2482,426,2056,1454
triff,FALSE,4039414,2358,743,1615,1550.5
pupal,TRUE,4039341,2360,705,1655,1532.5
zilch,FALSE,4037742,2157,608,1549,1382.5
arere,FALSE,4037468.5,2802,1161,1641,1981.5
lamia,FALSE,4037208,2502,675,1827,1588.5
again,TRUE,4036837,2406,748,1658,1577
fatal,TRUE,4036758,2431,870,1561,1650.5
neeps,FALSE,4036586.5,2570,542,2028,1556
bajus,FALSE,4036454,2278,598,1680,1438
holos,FALSE,4036382,2318,628,1690,1473
babul,FALSE,4035958,2281,772,1509,1526.5
kybos,FALSE,4035956,2177,268,1909,1222.5
humps,FALSE,4035941,2098,402,1696,1250
domed,FALSE,4035715.5,2397,887,1510,1642
breme,FALSE,4035692.5,2458,1109,1349,1783.5
rakia,FALSE,4035241,2595,643,1952,1619
bulgy,FALSE,4035120,2089,911,1178,1500
aloof,TRUE,4034784,2437,744,1693,1590.5
scads,FALSE,4034677,2345,818,1527,1581.5
dildo,FALSE,4034463,2338,552,1786,1445
grebe,FALSE,4034331.5,2460,1007,1453,1733.5
sofas,FALSE,4034204,2407,869,1538,1638
spool,TRUE,4033922,2285,959,1326,1622
aheap,FALSE,4032810,2690,681,2009,1685.5
gighe,FALSE,4032631,2382,836,1546,1609
swats,FALSE,4032204,2388,892,1496,1640
gadjo,FALSE,4032086,2279,554,1725,1416.5
cills,FALSE,4031951,2361,710,1651,1535.5
topoi,FALSE,4031870,2333,629,1704,1481
awarn,FALSE,4031703,2490,774,1716,1632
riggs,FALSE,4031687.5,2402,486,1916,1444
pasts,FALSE,4031615,2540,701,1839,1620.5
atigi,FALSE,4031470,2523,571,1952,1547
ripps,FALSE,4031197,2448,451,1997,1449.5
sewen,FALSE,4031114,2418,1082,1336,1750
weest,FALSE,4030911.5,2535,926,1609,1730.5
xylic,FALSE,4030863,2197,324,1873,1260.5
dumka,FALSE,4030479,2236,477,1759,1356.5
spits,FALSE,4030463,2278,868,1410,1573
napas,FALSE,4030253,2423,598,1825,1510.5
teene,FALSE,4030083.5,2273,1174,1099,1723.5
tabla,FALSE,4029863,2491,736,1755,1613.5
dolos,FALSE,4029647,2309,670,1639,1489.5
pocky,FALSE,4029271,2086,896,1190,1491
dumps,FALSE,4029206,2089,444,1645,1266.5
stops,FALSE,4029116,2304,773,1531,1538.5
odeon,FALSE,4028977,2649,500,2149,1574.5
silds,FALSE,4028407,2283,785,1498,1534
homme,FALSE,4028324.5,2406,901,1505,1653.5
silly,TRUE,4028073,2330,1206,1124,1768
rigor,TRUE,4027841,2457,718,1739,1587.5
snebs,FALSE,4027420,2491,690,1801,1590.5
theme,TRUE,4027320.5,2400,962,1438,1681
slaws,FALSE,4027284,2369,935,1434,1652
elmen,FALSE,4026725,2552,782,1770,1667
talak,FALSE,4026375,2426,841,1585,1633.5
sakis,FALSE,4026192,2376,876,1500,1626
dodge,TRUE,4025572,2399,965,1434,1682
await,TRUE,4025563,2417,903,1514,1660
wawls,FALSE,4025532.5,2369,611,1758,1490
chunk,TRUE,4025395,2036,802,1234,1419
slips,FALSE,4025333,2259,919,1340,1589
piani,FALSE,4024962,2452,844,1608,1648
celeb,FALSE,4024740,2419,881,1538,1650
jukes,FALSE,4024420,2360,572,1788,1466
nurrs,FALSE,4024251,2462,574,1888,1518
stews,FALSE,4024086,2535,681,1854,1608
merry,TRUE,4024063,2608,1028,1580,1818
novum,FALSE,4024031,2127,489,1638,1308
visie,FALSE,4023540,2470,907,1563,1688.5
floor,TRUE,4022978,2365,925,1440,1645
plops,FALSE,4022932,2285,673,1612,1479
basso,FALSE,4022611.5,2467,786,1681,1626.5
roofs,FALSE,4022538,2335,699,1636,1517
ghazi,FALSE,4022519,2270,597,1673,1433.5
gross,TRUE,4022194.5,2428,833,1595,1630.5
dicky,FALSE,4021522,2084,788,1296,1436
cowks,FALSE,4021359,2135,594,1541,1364.5
katal,FALSE,4021212,2426,754,1672,1590
jingo,FALSE,4021141,2197,495,1702,1346
banal,TRUE,4020771,2374,935,1439,1654.5
stoop,TRUE,4020455,2304,875,1429,1589.5
guimp,FALSE,4020049,2048,691,1357,1369.5
imari,FALSE,4019986,2691,542,2149,1616.5
joked,FALSE,4019588,2328,747,1581,1537.5
veers,FALSE,4019279.5,2660,650,2010,1655
idiot,TRUE,4019072,2357,705,1652,1531
orlop,FALSE,4018928,2504,608,1896,1556
stopt,FALSE,4018494,2304,990,1314,1647
akela,FALSE,4018291,2815,554,2261,1684.5
ootid,FALSE,4017867,2357,707,1650,1532
hucks,FALSE,4017623,2104,402,1702,1253
roopy,FALSE,4017296,2273,1042,1231,1657.5
varas,FALSE,4016784,2513,709,1804,1611
kaiks,FALSE,4016589.5,2376,681,1695,1528.5
fowth,FALSE,4016558,2120,719,1401,1419.5
duads,FALSE,4016471,2354,709,1645,1531.5
bless,TRUE,4015629.5,2589,758,1831,1673.5
skell,FALSE,4015456,2524,871,1653,1697.5
sorbo,FALSE,4015380,2395,890,1505,1642.5
topos,FALSE,4015376,2304,654,1650,1479
whift,FALSE,4015147,2094,781,1313,1437.5
rooks,FALSE,4015073,2330,719,1611,1524.5
poons,FALSE,4014184,2187,883,1304,1535
wifty,FALSE,4014045,2132,813,1319,1472.5
tilth,FALSE,4013932,2341,741,1600,1541
dauds,FALSE,4013351,2354,685,1669,1519.5
fixed,FALSE,4013258,2317,786,1531,1551.5
ammon,FALSE,4012881.5,2430,502,1928,1466
taboo,TRUE,4012763,2516,700,1816,1608
looms,FALSE,4012418,2237,715,1522,1476
lossy,FALSE,4012069.5,2356,982,1374,1669
ahull,FALSE,4011857,2393,768,1625,1580.5
gests,FALSE,4011666,2641,612,2029,1626.5
bovid,FALSE,4011548,2106,777,1329,1441.5
newel,FALSE,4011485,2448,779,1669,1613.5
tiyin,FALSE,4011456,2281,668,1613,1474.5
junco,FALSE,4011451,2155,555,1600,1355
ducks,FALSE,4010888,2095,444,1651,1269.5
squid,FALSE,4010522,2121,812,1309,1466.5
vifda,FALSE,4009837,2282,403,1879,1342.5
lymph,TRUE,4008725,2088,361,1727,1224.5
marah,FALSE,4008401,2423,876,1547,1649.5
gawks,FALSE,4008200,2223,536,1687,1379.5
defer,TRUE,4007835,2470,908,1562,1689
enema,TRUE,4007799.5,2813,468,2345,1640.5
nduja,FALSE,4007627,2313,288,2025,1300.5
thumb,TRUE,4007606,2068,537,1531,1302.5
didos,FALSE,4006846,2308,556,1752,1432
boron,FALSE,4006678,2327,877,1450,1602
damar,FALSE,4006354,2414,851,1563,1632.5
jowed,FALSE,4006324,2320,761,1559,1540.5
omasa,FALSE,4005841,2498,621,1877,1559.5
snabs,FALSE,4005201,2344,820,1524,1582
swell,TRUE,4004784,2516,905,1611,1710.5
baisa,FALSE,4004534,2441,978,1463,1709.5
disas,FALSE,4003928,2544,592,1952,1568
mawks,FALSE,4003928,2221,528,1693,1374.5
modem,TRUE,4002943.5,2397,821,1576,1609
glede,FALSE,4002889.5,2374,986,1388,1680
rekey,FALSE,4002754,2512,1041,1471,1776.5
kopje,FALSE,4002734,2304,783,1521,1543.5
suhur,FALSE,4002319,2291,855,1436,1573
linny,FALSE,4002102.5,2262,975,1287,1618.5
balls,FALSE,4002001,2442,787,1655,1614.5
boots,FALSE,4001902,2225,871,1354,1548
staws,FALSE,4001867,2388,811,1577,1599.5
shays,FALSE,4001814,2323,856,1467,1589.5
oohed,FALSE,4001739,2478,765,1713,1621.5
pogge,FALSE,4001663.5,2375,988,1387,1681.5
bobac,FALSE,4001147,2297,703,1594,1500
mirin,FALSE,4000791,2332,760,1572,1546
chimb,FALSE,4000380,2039,687,1352,1363
ishes,FALSE,4000379,2700,413,2287,1556.5
aboon,FALSE,3999841,2399,663,1736,1531
skrik,FALSE,3999723.5,2304,810,1494,1557
deely,FALSE,3999188.5,2491,1056,1435,1773.5
biali,FALSE,3999020,2471,855,1616,1663
kulfi,FALSE,3998794,2161,364,1797,1262.5
wocks,FALSE,3998656,2135,509,1626,1322
bundh,FALSE,3997992,2023,706,1317,1364.5
zoaea,FALSE,3997810,2673,971,1702,1822
kufis,FALSE,3997040,2131,425,1706,1278
skank,FALSE,3996911.5,2279,978,1301,1628.5
cycas,FALSE,3996647,2392,476,1916,1434
soldo,FALSE,3996451,2309,884,1425,1596.5
beery,FALSE,3996125.5,2577,1108,1469,1842.5
where,TRUE,3996109.5,2466,980,1486,1723
jongs,FALSE,3996009,2168,550,1618,1359
hohed,FALSE,3995662,2478,793,1685,1635.5
bunks,FALSE,3995078,2094,589,1505,1341.5
hanch,FALSE,3994227,2286,803,1483,1544.5
evite,FALSE,3993694,2519,916,1603,1717.5
bubal,FALSE,3993292,2281,735,1546,1508
smoot,FALSE,3993199,2256,1033,1223,1644.5
delly,FALSE,3992900,2491,991,1500,1741
kurre,FALSE,3992760,2552,945,1607,1748.5
ordos,FALSE,3992639,2498,551,1947,1524.5
husky,TRUE,3992101,2073,754,1319,1413.5
bawdy,TRUE,3992071,2157,936,1221,1546.5
holon,FALSE,3992034,2250,722,1528,1486
manas,FALSE,3991926,2375,749,1626,1562
union,TRUE,3991876.5,2327,648,1679,1487.5
polos,FALSE,3991490,2285,701,1584,1493
truth,TRUE,3991160,2340,859,1481,1599.5
illth,FALSE,3990622.5,2341,625,1716,1483
temed,FALSE,3990251,2391,888,1503,1639.5
smash,TRUE,3989604.5,2204,1021,1183,1612.5
jubas,FALSE,3989564,2278,462,1816,1370
hewer,FALSE,3989506,2466,867,1599,1666.5
fyked,FALSE,3989220,2252,607,1645,1429.5
ortho,FALSE,3989174,2556,505,2051,1530.5
kerky,FALSE,3988573.5,2512,844,1668,1678
bools,FALSE,3988242,2206,894,1312,1550
alibi,TRUE,3988011,2471,643,1828,1557
flunk,TRUE,3987970,2064,797,1267,1430.5
mimed,FALSE,3987515,2371,806,1565,1588.5
banns,FALSE,3987512.5,2344,834,1510,1589
wirra,FALSE,3987217,2587,664,1923,1625.5
praam,FALSE,3987185,2390,921,1469,1655.5
apian,FALSE,3987176,2452,761,1691,1606.5
haram,FALSE,3986746,2423,741,1682,1582
wacky,TRUE,3986698,2170,862,1308,1516
tween,FALSE,3986443.5,2467,818,1649,1642.5
veles,FALSE,3986182,2471,751,1720,1611
nabob,FALSE,3986009,2399,541,1858,1470
quods,FALSE,3985803,2147,558,1589,1352.5
batts,FALSE,3985466,2461,763,1698,1612
dusky,TRUE,3985366,2064,796,1268,1430
umphs,FALSE,3985292,2098,193,1905,1145.5
henny,FALSE,3985146.5,2402,996,1406,1699
egest,FALSE,3985025.5,2641,685,1956,1663
picky,TRUE,3983365,2060,819,1241,1439.5
quipo,FALSE,3983296,2152,583,1569,1367.5
bises,FALSE,3983143,2588,809,1779,1698.5
slush,TRUE,3983139.5,2102,1042,1060,1572
emule,FALSE,3982980,2459,861,1598,1660
coopt,FALSE,3982466,2134,1024,1110,1579
phene,FALSE,3982184.5,2331,1069,1262,1700
polio,FALSE,3981754,2314,749,1565,1531.5
baloo,FALSE,3980905,2497,779,1718,1638
spill,TRUE,3980824,2259,1011,1248,1635
meted,FALSE,3980765,2391,896,1495,1643.5
labia,FALSE,3980471,2471,671,1800,1571
slogs,FALSE,3979983,2239,923,1316,1581
aargh,FALSE,3979646,2425,823,1602,1624
missa,FALSE,3979546.5,2472,624,1848,1548
nyssa,FALSE,3979216.5,2494,375,2119,1434.5
peeoy,FALSE,3978561.5,2492,1057,1435,1774.5
awato,FALSE,3978491,2443,689,1754,1566
veena,FALSE,3978235.5,2664,708,1956,1686
ceaze,FALSE,3977839,2448,1191,1257,1819.5
gaffe,TRUE,3977209,2472,903,1569,1687.5
sikas,FALSE,3976498,2376,779,1597,1577.5
frill,TRUE,3976475,2339,987,1352,1663
nemns,FALSE,3976312.5,2522,558,1964,1540
leves,FALSE,3975772,2471,733,1738,1602
musse,FALSE,3975310.5,2429,968,1461,1698.5
amiss,TRUE,3975231.5,2472,652,1820,1562
aging,TRUE,3974332.5,2406,642,1764,1524
goory,FALSE,3974257,2227,1154,1073,1690.5
ennog,FALSE,3974179,2579,471,2108,1525
flaxy,FALSE,3974089,2218,1011,1207,1614.5
seedy,TRUE,3973238.5,2461,1218,1243,1839.5
pucks,FALSE,3972731,2071,475,1596,1273
sheep,TRUE,3972697.5,2399,1061,1338,1730
varan,FALSE,3972436,2445,803,1642,1624
chivy,FALSE,3972272,2040,1018,1022,1529
hillo,FALSE,3972207,2347,603,1744,1475
tikka,FALSE,3972181.5,2425,482,1943,1453.5
sheds,FALSE,3971744,2423,792,1631,1607.5
allee,FALSE,3971707.5,2613,1196,1417,1904.5
shoon,FALSE,3971229,2220,1016,1204,1618
wimps,FALSE,3971068,2103,432,1671,1267.5
quayd,FALSE,3970906,2182,637,1545,1409.5
pedes,FALSE,3970659,2390,813,1577,1601.5
booay,FALSE,3970006,2266,1223,1043,1744.5
moory,FALSE,3969985,2225,1146,1079,1685.5
rarks,FALSE,3969900,2566,663,1903,1614.5
comfy,TRUE,3969565,2043,937,1106,1490
admix,FALSE,3969491,2261,388,1873,1324.5
whack,TRUE,3969430,2132,799,1333,1465.5
ditzy,FALSE,3969275,2136,808,1328,1472
hodad,FALSE,3969156.5,2331,704,1627,1517.5
zincy,FALSE,3969027,2097,860,1237,1478.5
chawk,FALSE,3968950,2132,787,1345,1459.5
zings,FALSE,3968083,2150,456,1694,1303
bassi,FALSE,3968067.5,2441,739,1702,1590
yeesh,FALSE,3967302.5,2470,735,1735,1602.5
varia,FALSE,3966429,2542,732,1810,1637
berry,TRUE,3965638,2577,1094,1483,1835.5
asyla,FALSE,3965554,2592,412,2180,1502
surds,FALSE,3965533,2282,820,1462,1551
tuffe,FALSE,3965370,2387,819,1568,1603
napoo,FALSE,3965288,2478,589,1889,1533.5
kneel,TRUE,3965086.5,2456,758,1698,1607
midgy,FALSE,3964646,2032,824,1208,1428
whilk,FALSE,3964644,2070,768,1302,1419
neele,FALSE,3964638.5,2254,1042,1212,1648
epode,FALSE,3964620,2445,870,1575,1657.5
shins,FALSE,3964506,2194,994,1200,1594
balsa,FALSE,3964240,2442,824,1618,1633
rishi,FALSE,3963430,2481,426,2055,1453.5
thebe,FALSE,3963262.5,2369,918,1451,1643.5
basta,FALSE,3963203,2461,760,1701,1610.5
ooped,FALSE,3962643,2445,814,1631,1629.5
skeen,FALSE,3961695.5,2426,1001,1425,1713.5
tanga,FALSE,3961532,2426,732,1694,1579
vying,TRUE,3961207,2063,555,1508,1309
knubs,FALSE,3961129,2094,332,1762,1213
krill,TRUE,3960929,2334,871,1463,1602.5
costs,FALSE,3960307,2406,732,1674,1569
sloom,FALSE,3960176,2237,985,1252,1611
navar,FALSE,3959797,2445,765,1680,1605
marry,TRUE,3959545,2461,1090,1371,1775.5
chirr,FALSE,3958201,2311,972,1339,1641.5
erven,FALSE,3958049,2592,836,1756,1714
manta,FALSE,3957721,2424,753,1671,1588.5
obiit,FALSE,3957590,2254,734,1520,1494
comix,FALSE,3957407,2103,704,1399,1403.5
neems,FALSE,3957218.5,2522,560,1962,1541
dumbo,FALSE,3956818,2065,440,1625,1252.5
quids,FALSE,3956603,2121,580,1541,1350.5
arval,FALSE,3956503,2543,776,1767,1659.5
limit,TRUE,3955967,2260,762,1498,1511
feels,FALSE,3955741.5,2529,753,1776,1641
speed,TRUE,3955644.5,2390,1040,1350,1715
azyms,FALSE,3955330,2277,276,2001,1276.5
volva,FALSE,3954424,2379,544,1835,1461.5
iring,FALSE,3954107,2334,790,1544,1562
keets,FALSE,3953855.5,2543,614,1929,1578.5
henge,FALSE,3953492,2285,950,1335,1617.5
refed,FALSE,3953182,2470,808,1662,1639
basan,FALSE,3953060,2344,850,1494,1597
nieve,FALSE,3952921.5,2402,886,1516,1644
vaded,FALSE,3952832.5,2484,858,1626,1671
wicks,FALSE,3952750,2109,432,1677,1270.5
nagas,FALSE,3952386,2377,607,1770,1492
untin,FALSE,3952246.5,2321,519,1802,1420
pupas,FALSE,3952071,2330,585,1745,1457.5
noops,FALSE,3952021,2187,646,1541,1416.5
oribi,FALSE,3951860,2424,609,1815,1516.5
heigh,FALSE,3951524,2382,792,1590,1587
freed,TRUE,3951295.5,2470,1016,1454,1743
tawai,FALSE,3951278,2417,653,1764,1535
tipis,FALSE,3951064,2278,603,1675,1440.5
butte,TRUE,3950778,2447,1033,1414,1740
kamme,FALSE,3950638.5,2465,877,1588,1671
seize,TRUE,3950575,2356,1318,1038,1837
agloo,FALSE,3950151,2530,455,2075,1492.5
pauas,FALSE,3950072,2330,810,1520,1570
alvar,FALSE,3949908,2543,766,1777,1654.5
shads,FALSE,3949525,2276,922,1354,1599
fells,FALSE,3949453,2529,688,1841,1608.5
judos,FALSE,3949379,2145,449,1696,1297
bests,FALSE,3948969,2608,670,1938,1639
ditto,TRUE,3948937,2357,621,1736,1489
babus,FALSE,3948688,2251,652,1599,1451.5
endue,FALSE,3948462,2433,740,1693,1586.5
apsos,FALSE,3948270,2546,450,2096,1498
takas,FALSE,3948048,2396,664,1732,1530
unjam,FALSE,3947447,2241,328,1913,1284.5
bilbo,FALSE,3947300,2235,569,1666,1402
gasts,FALSE,3947148,2494,674,1820,1584
blobs,FALSE,3946733,2206,678,1528,1442
offal,TRUE,3946700,2437,393,2044,1415
nouns,FALSE,3946575.5,2298,699,1599,1498.5
zizel,FALSE,3946462,2386,690,1696,1538
bemix,FALSE,3946069,2305,642,1663,1473.5
slims,FALSE,3945965,2211,937,1274,1574
leggy,TRUE,3945703.5,2421,837,1584,1629
bawks,FALSE,3945503,2190,594,1596,1392
tinty,FALSE,3945217,2281,993,1288,1637
gemma,FALSE,3945127.5,2563,550,2013,1556.5
laddy,FALSE,3944987,2344,900,1444,1622
genii,FALSE,3944948,2553,665,1888,1609
weets,FALSE,3944076.5,2535,677,1858,1606
plumb,TRUE,3943929,2016,587,1429,1301.5
amias,FALSE,3943811,2472,644,1828,1558
lemed,FALSE,3943349,2372,827,1545,1599.5
koala,TRUE,3943140,2432,832,1600,1632
seven,TRUE,3942906,2373,1105,1268,1739
masts,FALSE,3942876,2492,666,1826,1579
smits,FALSE,3942750,2230,845,1385,1537.5
algas,FALSE,3942497,2475,608,1867,1541.5
amaut,FALSE,3941833,2331,821,1510,1576
boded,FALSE,3941636.5,2366,963,1403,1664.5
mania,TRUE,3941571,2404,772,1632,1588
bhaji,FALSE,3941548,2229,637,1592,1433
aigas,FALSE,3941520,2474,609,1865,1541.5
quops,FALSE,3941458,2123,539,1584,1331
reked,FALSE,3941382,2465,795,1670,1630
kakis,FALSE,3941271,2376,530,1846,1453
dolls,FALSE,3940340,2309,700,1609,1504.5
penny,TRUE,3940254.5,2369,1069,1300,1719
keels,FALSE,3940195.5,2524,637,1887,1580.5
yills,FALSE,3939967,2330,518,1812,1424
ozzie,FALSE,3939958,2411,636,1775,1523.5
snods,FALSE,3939846,2211,802,1409,1506.5
larva,TRUE,3939647,2543,665,1878,1604
aggry,FALSE,3939215.5,2463,736,1727,1599.5
snood,FALSE,3938712,2211,947,1264,1579
areae,FALSE,3938533.5,2802,1172,1630,1987
lysol,FALSE,3938306,2356,479,1877,1417.5
petty,TRUE,3938208,2486,998,1488,1742
paspy,FALSE,3937947,2290,940,1350,1615
roomy,TRUE,3937928,2225,1060,1165,1642.5
almas,FALSE,3937909,2473,602,1871,1537.5
bebop,FALSE,3937644,2342,660,1682,1501
kokas,FALSE,3937483,2402,510,1892,1456
howdy,TRUE,3937145,2033,807,1226,1420
pened,FALSE,3936451,2322,959,1363,1640.5
chess,TRUE,3935988.5,2501,726,1775,1613.5
hijab,FALSE,3935352,2229,448,1781,1338.5
fugly,FALSE,3935341,2029,915,1114,1472
hooty,FALSE,3935018,2136,1095,1041,1615.5
tawas,FALSE,3934784,2388,678,1710,1533
palay,FALSE,3934094,2320,1085,1235,1702.5
lavra,FALSE,3934067,2543,657,1886,1600
katas,FALSE,3933942,2396,634,1762,1515
kells,FALSE,3933907,2524,572,1952,1548
perve,FALSE,3933617,2388,1017,1371,1702.5
jivey,FALSE,3933582,2296,953,1343,1624.5
kojis,FALSE,3933462,2167,496,1671,1331.5
skyey,FALSE,3933146,2293,1087,1206,1690
tomos,FALSE,3932921,2256,657,1599,1456.5
fetts,FALSE,3932918,2548,664,1884,1606
spays,FALSE,3932889,2290,773,1517,1531.5
edger,FALSE,3932136,2563,689,1874,1626
cleck,FALSE,3931458,2354,841,1513,1597.5
whisk,TRUE,3930879,2040,777,1263,1408.5
neese,FALSE,3930873.5,2224,1051,1173,1637.5
inbox,TRUE,3930851,2174,318,1856,1246
breem,FALSE,3930793.5,2458,977,1481,1717.5
wooed,FALSE,3930779,2293,1042,1251,1667.5
gulag,FALSE,3930726,2314,617,1697,1465.5
feyly,FALSE,3930686,2328,933,1395,1630.5
weels,FALSE,3930416.5,2516,700,1816,1608
briss,FALSE,3930297.5,2369,913,1456,1641
skens,FALSE,3930213,2426,771,1655,1598.5
druxy,FALSE,3930107,2118,910,1208,1514
girrs,FALSE,3929869,2402,668,1734,1535
goons,FALSE,3929717,2141,856,1285,1498.5
sakai,FALSE,3929122,2376,856,1520,1616
seepy,FALSE,3928893.5,2437,1199,1238,1818
dally,TRUE,3928382,2344,1053,1291,1698.5
chico,FALSE,3928287,2147,818,1329,1482.5
apsis,FALSE,3928250,2520,476,2044,1498
hunky,TRUE,3928194,2005,813,1192,1409
allow,TRUE,3928175.5,2424,603,1821,1513.5
heuch,FALSE,3928152,2340,767,1573,1553.5
rewed,FALSE,3928118,2457,809,1648,1633
taggy,FALSE,3928087.5,2293,960,1333,1626.5
pilis,FALSE,3927178,2259,650,1609,1454.5
barca,FALSE,3927165,2461,856,1605,1658.5
pigmy,FALSE,3926903,2008,843,1165,1425.5
hadal,FALSE,3926723,2306,767,1539,1536.5
occur,TRUE,3926516,2415,431,1984,1423
capas,FALSE,3926438,2321,759,1562,1540
undue,TRUE,3926408,2433,701,1732,1567
sanga,FALSE,3926112,2377,949,1428,1663
malmy,FALSE,3926077.5,2272,955,1317,1613.5
jauks,FALSE,3925785,2213,580,1633,1396.5
moons,FALSE,3925445,2139,848,1291,1493.5
bombe,FALSE,3925217,2294,961,1333,1627.5
sigil,FALSE,3925047,2213,949,1264,1581
fundy,FALSE,3924580,2001,894,1107,1447.5
quirk,TRUE,3924575,2172,740,1432,1456
going,TRUE,3924574,2170,883,1287,1526.5
wells,FALSE,3924128,2516,635,1881,1575.5
nevel,FALSE,3923277,2403,802,1601,1602.5
juves,FALSE,3922948,2307,609,1698,1458
bungy,FALSE,3922751,1991,938,1053,1464.5
beted,FALSE,3922340,2360,962,1398,1661
judge,TRUE,3922199,2210,781,1429,1495.5
spasm,TRUE,3922031.5,2171,947,1224,1559
doyly,FALSE,3921573,2108,945,1163,1526.5
jowls,FALSE,3921396,2160,523,1637,1341.5
hooly,FALSE,3921358,2117,1118,999,1617.5
elemi,FALSE,3920889.5,2649,529,2120,1589
stims,FALSE,3920548,2230,813,1417,1521.5
currs,FALSE,3920436,2360,735,1625,1547.5
accoy,FALSE,3919674,2447,733,1714,1590
tondo,FALSE,3919502,2260,694,1566,1477
sinhs,FALSE,3919191,2194,771,1423,1482.5
muxed,FALSE,3919175,2218,741,1477,1479.5
fanon,FALSE,3918960.5,2339,841,1498,1590
squaw,FALSE,3918813,2207,716,1491,1461.5
psoas,FALSE,3918715,2546,601,1945,1573.5
gulfy,FALSE,3918669,2029,812,1217,1420.5
murra,FALSE,3918459,2501,672,1829,1586.5
koros,FALSE,3918414,2330,630,1700,1480
evert,FALSE,3917836.5,2709,669,2040,1689
hefte,FALSE,3917603,2309,899,1410,1604
dyads,FALSE,3917487,2314,546,1768,1430
gimpy,FALSE,3917216,2008,792,1216,1400
rexes,FALSE,3917174,2548,713,1835,1630.5
runny,FALSE,3916978.5,2261,976,1285,1618.5
sinds,FALSE,3916038,2185,812,1373,1498.5
spurs,FALSE,3915805,2258,780,1478,1519
scags,FALSE,3915782,2275,825,1450,1550
leeks,FALSE,3915188.5,2524,598,1926,1561
rutty,FALSE,3914932,2378,905,1473,1641.5
dooly,FALSE,3914623,2108,1160,948,1634
casus,FALSE,3914537,2432,700,1732,1566
cists,FALSE,3914401,2380,655,1725,1517.5
beige,FALSE,3914099,2270,1181,1089,1725.5
chott,FALSE,3913992,2167,978,1189,1572.5
danny,FALSE,3913893.5,2246,1100,1146,1673
sybbe,FALSE,3913132,2358,894,1464,1626
debel,FALSE,3913097,2341,884,1457,1612.5
rezes,FALSE,3912652,2546,712,1834,1629
atmas,FALSE,3912492,2492,478,2014,1485
quips,FALSE,3912258,2097,561,1536,1329
ridic,FALSE,3912054,2302,571,1731,1436.5
gleed,FALSE,3911845.5,2374,929,1445,1651.5
vampy,FALSE,3911621,2119,822,1297,1470.5
pacas,FALSE,3911154,2321,701,1620,1511
slobs,FALSE,3911107,2206,871,1335,1538.5
scams,FALSE,3910964,2273,817,1456,1545
bedel,FALSE,3910765,2341,964,1377,1652.5
tammy,FALSE,3909856.5,2291,946,1345,1618.5
tafia,FALSE,3909493,2430,700,1730,1565
clack,TRUE,3909239,2207,971,1236,1589
wonky,FALSE,3909227,2036,920,1116,1478
molto,FALSE,3909165,2286,695,1591,1490.5
vichy,FALSE,3909076,2040,693,1347,1366.5
pyxed,FALSE,3908930,2226,613,1613,1419.5
vivas,FALSE,3908897,2323,493,1830,1408
kimbo,FALSE,3908459,2087,365,1722,1226
logoi,FALSE,3907101,2268,577,1691,1422.5
nitid,FALSE,3907039,2234,626,1608,1430
agita,FALSE,3906616,2523,622,1901,1572.5
gumps,FALSE,3906582,2019,448,1571,1233.5
bubas,FALSE,3906022,2251,615,1636,1433
deere,FALSE,3905564.5,2263,1106,1157,1684.5
khuds,FALSE,3905453,2026,434,1592,1230
shaps,FALSE,3905180,2252,903,1349,1577.5
lurry,FALSE,3905076,2359,953,1406,1656
zacks,FALSE,3904847,2212,454,1758,1333
fence,TRUE,3904254,2261,1093,1168,1677
fanal,FALSE,3903705,2314,898,1416,1606
